,price,bedrooms,bathrooms,sqft_living,sqft_lot,waterfront,grade,sqft_above,sqft_basement,lat,long,sqft_living15,sqft_lot15,floors_10,floors_15,floors_20,floors_25,floors_30,floors_35,view_0,view_10,view_20,view_30,view_40,condition_10,condition_20,condition_30,condition_40,condition_50,yr_built_encoded,yr_renovated_encoded,zipcode_freq_encoded,date_10,date_20,date_30,date_40,date_50,date_60,date_70,date_80,date_90,date_100,date_110,date_120
7397,560000.0,4,1.75,1980,2700,0,8,1210.0,770,47.6865,-122.32,1720,2910,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,31,0,583,0,0,0,0,0,0,1,0,0,0,0,0
1555,343000.0,3,1.0,1120,7250,0,7,1120.0,0,47.7143,-122.211,1340,7302,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,72,0,545,0,0,0,0,0,0,0,0,1,0,0,0
13318,570000.0,4,2.25,2380,36446,0,8,2380.0,0,47.7644,-122.072,2790,40005,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,77,0,198,0,0,0,0,0,0,0,0,0,0,0,1
16575,461000.0,4,2.75,1700,7495,0,7,1200.0,500,47.7589,-122.354,1650,7495,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,64,0,494,0,0,0,1,0,0,0,0,0,0,0,0
15073,925000.0,5,3.0,2710,4200,0,7,1890.0,820,47.6754,-122.307,2150,4200,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,19,114,583,0,0,0,0,0,0,0,1,0,0,0,0
3641,777000.0,4,4.0,2680,6000,0,7,1380.0,1300,47.6557,-122.388,1930,6000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,62,114,317,0,0,0,0,0,0,0,0,1,0,0,0
430,328500.0,4,3.0,2290,8250,0,9,2290.0,0,47.3739,-122.156,2290,8250,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,90,0,548,0,0,0,0,0,0,0,0,0,1,0,0
19938,320000.0,4,2.5,2223,5780,0,8,2223.0,0,47.3586,-122.157,1690,7766,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,110,0,548,0,0,0,0,0,0,0,0,0,1,0,0
11182,525000.0,3,2.25,2110,2850,0,8,2110.0,0,47.6915,-122.339,1340,5001,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,101,0,601,0,0,0,0,0,0,1,0,0,0,0,0
18472,255000.0,3,1.5,1020,11410,0,7,1020.0,0,47.4811,-122.162,1290,8400,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,59,0,468,0,0,0,0,0,0,0,0,0,0,0,1
16384,250000.0,2,1.0,890,6380,0,6,890.0,0,47.691,-122.303,990,6380,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,51,0,583,0,0,0,0,0,0,0,0,0,1,0,0
4573,760000.0,4,2.5,3520,8095,0,9,3520.0,0,47.7065,-122.109,2460,4676,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,106,0,574,0,0,0,0,1,0,0,0,0,0,0,0
11663,695000.0,5,1.75,1790,9335,0,8,1790.0,0,47.5945,-122.201,1840,9612,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,52,0,317,0,0,0,0,0,0,0,0,0,0,0,1
7605,518000.0,4,3.0,2430,11670,0,7,1330.0,1100,47.7307,-122.228,1580,10464,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,78,0,545,0,1,0,0,0,0,0,0,0,0,0,0
20905,533112.0,4,2.75,2790,8853,0,8,2790.0,0,47.4842,-121.772,2790,8092,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,113,0,221,0,0,0,0,0,1,0,0,0,0,0,0
11294,219950.0,2,1.0,990,6448,0,7,990.0,0,47.5031,-122.245,1130,7200,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,48,0,262,0,0,0,0,0,0,1,0,0,0,0,0
2361,500000.0,4,2.75,2260,7209,0,7,1330.0,930,47.7088,-122.302,1790,10860,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,102,0,410,0,0,0,1,0,0,0,0,0,0,0,0
675,497000.0,3,2.25,1870,9315,0,7,1350.0,520,47.705,-122.202,2230,9579,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,75,0,545,0,0,0,0,0,0,1,0,0,0,0,0
8088,238000.0,4,2.5,1690,7260,0,7,1080.0,610,47.3001,-122.368,1690,7700,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,79,0,499,1,0,0,0,0,0,0,0,0,0,0,0
11612,540000.0,3,1.5,2600,5085,0,7,1400.0,1200,47.5659,-122.376,1320,4000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,40,0,354,0,0,0,0,1,0,0,0,0,0,0,0
16914,425000.0,3,1.75,1610,144619,0,7,1610.0,0,47.5659,-121.863,2220,144619,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,77,0,81,0,0,0,0,0,0,0,0,0,0,1,0
11120,446000.0,4,2.0,2280,43692,0,7,1140.0,1140,47.4067,-122.03,2580,37938,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,57,84,590,0,0,0,0,0,0,0,1,0,0,0,0
7042,213000.0,2,1.0,740,7380,0,6,740.0,0,47.4481,-122.278,1500,10075,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,51,0,136,0,0,0,1,0,0,0,0,0,0,0,0
2822,459950.0,3,2.5,2340,4273,0,7,2340.0,0,47.5362,-121.878,2400,4624,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,102,0,310,0,0,1,0,0,0,0,0,0,0,0,0
19151,375000.0,3,2.5,1830,13042,0,8,1830.0,0,47.3738,-122.042,1940,6996,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,90,0,590,0,0,0,0,1,0,0,0,0,0,0,0
9471,320000.0,2,1.0,820,5400,0,6,820.0,0,47.6976,-122.375,1370,5632,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,40,0,553,0,0,1,0,0,0,0,0,0,0,0,0
16399,206000.0,3,1.0,1060,9600,0,6,1060.0,0,47.2878,-122.358,1060,9604,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,62,0,499,0,0,0,0,0,1,0,0,0,0,0,0
2793,223000.0,3,1.75,1360,10573,0,7,1360.0,0,47.2983,-122.374,1580,8280,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,84,0,499,0,0,0,0,0,0,0,0,0,1,0,0
390,345000.0,4,1.0,1550,7620,0,7,1550.0,0,47.5287,-122.35,1450,7620,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,57,0,335,0,0,0,0,0,0,0,0,0,0,0,1
20738,1135000.0,5,3.75,4700,11237,0,10,2930.0,1770,47.6624,-122.197,3180,13140,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,106,0,432,0,0,0,0,0,0,0,0,0,0,0,1
8105,285000.0,2,1.0,990,2446,0,7,990.0,0,47.5919,-122.297,1260,2805,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,98,0,343,0,0,0,0,0,0,0,1,0,0,0,0
18686,699950.0,3,2.5,2510,4106,0,9,2510.0,0,47.5494,-121.994,2470,4106,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,103,0,321,0,0,0,0,0,0,0,0,0,0,1,0
21559,305000.0,2,2.5,1590,2656,0,7,1220.0,370,47.5489,-122.364,1590,2306,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,109,0,335,0,0,0,0,1,0,0,0,0,0,0,0
17256,500000.0,4,2.25,2420,36680,0,8,2420.0,0,47.4663,-122.006,2410,36680,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,77,0,412,0,0,1,0,0,0,0,0,0,0,0,0
10571,480000.0,2,1.0,820,4200,0,7,820.0,0,47.6249,-122.298,1290,4000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,80,0,269,0,0,0,1,0,0,0,0,0,0,0,0
1328,1200000.0,4,2.0,2120,3360,0,9,2120.0,0,47.6227,-122.31,2090,3600,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,269,0,0,0,0,0,1,0,0,0,0,0,0
8454,366000.0,4,2.75,2170,9743,0,7,2170.0,0,47.3814,-122.024,1670,7734,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,95,0,590,0,0,0,0,1,0,0,0,0,0,0,0
6899,410500.0,3,1.0,1150,6800,0,7,1150.0,0,47.727,-122.339,1210,6800,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,54,0,494,0,0,0,0,0,0,0,0,0,1,0,0
8197,500000.0,3,1.75,1540,10800,0,6,770.0,770,47.5763,-122.222,2020,10800,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,47,0,282,0,0,0,0,0,1,0,0,0,0,0,0
10182,357000.0,3,1.75,1250,17493,0,7,1250.0,0,47.7613,-122.274,2180,19553,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,72,0,446,0,0,0,0,0,0,0,0,0,1,0,0
17869,335000.0,4,2.5,2370,6000,0,8,2370.0,0,47.3732,-122.179,2190,6070,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,101,0,256,0,0,0,0,0,0,0,1,0,0,0,0
14356,1010000.0,5,3.25,3510,10930,0,9,3510.0,0,47.6914,-122.21,1970,7488,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,113,0,432,0,0,0,0,0,0,0,0,0,0,0,1
917,324000.0,3,2.5,1920,5322,0,8,1920.0,0,47.4095,-122.195,1920,5000,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,99,0,274,0,0,0,0,0,0,0,0,0,0,0,1
13581,580000.0,3,1.75,1950,10633,0,7,1250.0,700,47.7019,-122.313,1290,6380,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,78,0,410,0,0,1,0,0,0,0,0,0,0,0,0
16161,450500.0,3,1.0,1410,9384,0,7,1410.0,0,47.7161,-122.33,1990,9384,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,48,0,494,0,0,1,0,0,0,0,0,0,0,0,0
13657,210000.0,2,1.0,1520,4700,0,7,1520.0,0,47.3187,-122.182,1140,3906,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,78,0,351,0,0,0,1,0,0,0,0,0,0,0,0
1652,231500.0,2,1.0,1200,9488,0,7,1200.0,0,47.4832,-122.299,1200,9488,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,41,0,269,0,0,0,0,0,0,0,0,0,0,1,0
14383,285000.0,2,1.0,780,5000,0,6,780.0,0,47.5112,-122.357,1030,5000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,43,0,288,0,0,0,0,0,1,0,0,0,0,0,0
7519,330000.0,3,1.0,1040,11900,0,6,1040.0,0,47.4332,-122.446,1250,9600,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,72,0,118,0,0,0,0,0,0,0,1,0,0,0,0
5250,379000.0,5,2.5,2803,8550,0,8,2803.0,0,47.3032,-122.306,1810,8550,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,63,111,280,0,0,0,0,1,0,0,0,0,0,0,0
4457,725000.0,4,2.5,2650,18295,0,8,2650.0,0,47.6075,-122.154,2230,19856,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,86,0,168,0,0,0,0,0,1,0,0,0,0,0,0
7115,715000.0,4,2.5,2927,12171,0,10,2927.0,0,47.5948,-121.983,2967,12166,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,98,0,359,0,1,0,0,0,0,0,0,0,0,0,0
9700,462000.0,5,1.75,2840,10220,0,7,2210.0,630,47.764,-122.36,2000,9750,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,54,0,255,0,0,0,0,0,0,1,0,0,0,0,0
437,843000.0,3,2.5,3130,8750,0,10,3130.0,0,47.6954,-122.103,2860,9003,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,91,0,574,0,0,1,0,0,0,0,0,0,0,0,0
17939,424000.0,3,2.0,1330,5632,0,8,1330.0,0,47.5745,-122.017,1900,4842,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,88,0,321,0,0,0,0,0,0,0,0,0,1,0,0
12096,1110000.0,4,2.5,2990,8640,0,8,2100.0,890,47.5932,-122.172,2270,8800,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,59,0,168,0,0,0,1,0,0,0,0,0,0,0,0
10299,529500.0,2,1.0,900,4800,0,6,780.0,120,47.6575,-122.4,1270,5520,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,44,0,317,0,1,0,0,0,0,0,0,0,0,0,0
21384,608000.0,3,3.5,1660,2298,0,8,1260.0,400,47.5809,-122.403,1500,2198,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,109,0,330,0,0,1,0,0,0,0,0,0,0,0,0
6543,557500.0,4,2.5,2390,38258,0,8,2390.0,0,47.7433,-122.094,1960,17113,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,101,0,273,0,0,0,0,0,0,0,0,0,0,0,1
4625,419000.0,3,1.75,2140,15030,0,7,1570.0,570,47.4181,-122.338,2170,15030,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,58,0,254,0,0,0,0,0,0,1,0,0,0,0,0
12168,479900.0,3,2.0,1980,12150,0,9,1980.0,0,47.3657,-122.152,2200,12150,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,94,0,548,0,0,0,0,1,0,0,0,0,0,0,0
6643,639500.0,4,2.25,2330,8994,0,8,2330.0,0,47.7264,-122.104,2330,8396,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,86,0,574,0,0,0,0,0,1,0,0,0,0,0,0
19640,338900.0,3,2.25,1936,9495,0,8,1936.0,0,47.3714,-122.197,1410,12770,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,113,0,256,0,0,0,0,0,0,0,0,0,0,1,0
2564,1620000.0,4,3.0,3900,9750,0,10,2520.0,1380,47.5605,-122.158,3410,9450,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,72,0,498,0,0,0,0,0,1,0,0,0,0,0,0
20251,771005.0,5,4.5,4000,6713,0,9,4000.0,0,47.5254,-121.886,3690,6600,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,115,0,81,0,0,0,0,1,0,0,0,0,0,0,0
20568,490000.0,3,2.25,1280,1520,0,8,1080.0,200,47.6651,-122.368,1280,1681,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,108,0,266,0,0,0,0,0,0,0,1,0,0,0,0
3200,178000.0,5,1.5,1990,18200,0,7,1990.0,0,47.4938,-122.262,1860,8658,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,60,0,262,0,1,0,0,0,0,0,0,0,0,0,0
19868,979000.0,3,2.5,2690,4047,0,10,2690.0,0,47.6797,-122.385,2040,5000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,114,0,553,0,0,0,0,1,0,0,0,0,0,0,0
16965,485000.0,3,1.75,2180,7318,0,7,1210.0,970,47.5251,-122.37,2140,7560,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,67,0,354,0,0,0,1,0,0,0,0,0,0,0,0
17626,725000.0,3,1.75,1880,13300,0,7,1380.0,500,47.634,-122.204,3550,10883,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,67,0,317,0,0,0,0,0,0,1,0,0,0,0,0
7464,650000.0,4,2.5,2400,7351,0,9,2400.0,0,47.5707,-122.022,2330,7756,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,90,0,321,0,0,0,0,0,1,0,0,0,0,0,0
12509,1890000.0,4,4.25,4285,9345,0,10,4285.0,0,47.6332,-122.199,1570,8994,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,113,0,317,0,0,0,0,0,0,0,0,0,0,0,1
6446,474905.0,4,1.5,1340,6200,0,6,1340.0,0,47.6214,-122.119,1210,7178,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,59,0,283,0,1,0,0,0,0,0,0,0,0,0,0
13499,505000.0,4,1.75,1940,4800,0,7,1030.0,910,47.6054,-122.314,1450,4800,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,22,0,290,0,0,0,0,1,0,0,0,0,0,0,0
20019,887250.0,5,3.5,4320,7502,0,9,3500.0,820,47.5235,-122.168,3250,7538,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,112,0,406,0,0,0,1,0,0,0,0,0,0,0,0
11329,300000.0,4,1.75,2080,8750,0,8,1330.0,750,47.3749,-122.291,1790,8750,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,67,0,125,0,0,0,0,0,0,0,1,0,0,0,0
9762,299950.0,3,1.75,1980,11274,0,7,1480.0,500,47.4474,-122.167,1520,8010,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,68,0,455,0,0,0,0,0,0,0,0,0,0,0,1
12616,385000.0,2,1.0,770,7554,0,6,770.0,0,47.7057,-122.36,1390,7500,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,46,0,255,0,0,0,0,0,0,0,0,0,1,0,0
11644,948000.0,3,2.5,3510,9824,0,9,3510.0,0,47.5635,-122.032,3510,10588,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,102,0,359,0,0,0,1,0,0,0,0,0,0,0,0
533,160000.0,3,1.5,1010,9600,0,7,1010.0,0,47.4097,-122.316,1400,9660,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,62,0,280,0,0,0,0,0,1,0,0,0,0,0,0
20462,345000.0,2,1.75,1030,1106,0,7,765.0,265,47.5397,-122.387,1030,1066,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,106,0,263,0,0,0,1,0,0,0,0,0,0,0,0
19255,1225000.0,3,3.5,3680,11491,0,11,3680.0,0,47.5647,-122.128,3710,10030,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,99,0,140,0,0,0,0,0,0,1,0,0,0,0,0
6115,310000.0,2,2.5,1090,923,0,7,1090.0,0,47.5347,-122.071,1410,1326,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,104,0,412,0,1,0,0,0,0,0,0,0,0,0,0
13557,311000.0,3,2.0,1190,7840,0,6,1190.0,0,47.5531,-122.312,1460,3240,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,18,0,186,0,0,0,0,0,0,0,0,0,0,0,1
17191,997950.0,4,3.5,4270,117176,0,9,4270.0,0,47.5352,-121.883,2610,5251,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,108,0,81,0,0,0,0,0,0,0,0,0,1,0,0
13807,530000.0,4,3.25,4160,35654,0,8,2760.0,1400,47.4683,-122.008,2500,35675,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,73,0,412,0,0,0,0,0,1,0,0,0,0,0,0
14613,419000.0,3,2.5,1970,4058,0,7,1970.0,0,47.5308,-121.853,2340,4067,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,104,0,310,0,0,0,0,0,0,1,0,0,0,0,0
20303,605000.0,3,2.5,2610,6405,0,8,2610.0,0,47.5373,-121.874,2580,6285,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,101,0,310,0,0,0,0,0,0,1,0,0,0,0,0
7520,229950.0,2,1.5,1160,1848,0,7,1160.0,0,47.7366,-122.176,1160,1566,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,72,0,545,0,0,0,0,0,0,0,0,0,0,1,0
15862,710000.0,3,2.75,2210,7660,0,7,1460.0,750,47.5619,-122.4,2110,8750,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,68,0,330,0,0,1,0,0,0,0,0,0,0,0,0
19388,465000.0,3,1.5,1270,5112,0,7,1270.0,0,47.676,-122.288,1580,5080,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,50,0,583,0,0,0,0,1,0,0,0,0,0,0,0
12847,339950.0,3,2.5,2390,34041,0,8,1840.0,550,47.3546,-122.081,2460,35686,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,84,0,548,0,0,0,0,0,0,1,0,0,0,0,0
5030,464000.0,3,2.5,2460,5400,0,8,1520.0,940,47.5231,-122.202,1745,5400,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,101,0,406,0,0,0,0,0,0,0,1,0,0,0,0
12346,390000.0,3,2.0,1010,14183,0,8,1010.0,0,47.6232,-122.043,1750,11700,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,82,0,441,0,1,0,0,0,0,0,0,0,0,0,0
11033,903000.0,3,2.75,3860,12786,0,10,3860.0,0,47.549,-122.141,2820,14636,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,84,0,498,0,0,0,0,0,0,0,0,0,1,0,0
282,2050000.0,5,3.0,3830,8480,0,9,2630.0,1200,47.6166,-122.287,3050,7556,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5,94,290,0,0,0,0,1,0,0,0,0,0,0,0
13790,218500.0,4,1.75,1400,25500,0,7,1400.0,0,47.36,-122.164,2170,25500,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,64,0,548,0,0,0,0,0,0,0,0,0,1,0,0
11058,350000.0,4,2.5,1530,2248,0,7,1530.0,0,47.5766,-122.309,1340,3700,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,14,0,343,0,0,0,0,0,0,0,0,1,0,0,0
8056,435000.0,3,2.0,2570,233481,0,8,2570.0,0,47.4199,-122.034,2280,157687,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,86,0,590,0,0,0,0,1,0,0,0,0,0,0,0
13211,395000.0,3,2.5,2300,8938,0,9,2300.0,0,47.4181,-122.211,2570,9694,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,89,0,274,0,0,1,0,0,0,0,0,0,0,0,0
14778,740000.0,4,2.5,3430,10157,0,10,3430.0,0,47.723,-122.158,3480,10157,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,100,0,545,0,0,0,0,1,0,0,0,0,0,0,0
15490,320000.0,2,1.0,1210,7040,0,7,1210.0,0,47.745,-122.297,1210,7205,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,52,0,446,0,0,0,0,0,0,0,0,0,1,0,0
5543,346290.0,4,2.75,2690,9240,0,8,2690.0,0,47.1896,-122.014,2640,9240,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,98,0,234,0,0,0,0,0,0,1,0,0,0,0,0
9088,220000.0,3,2.25,1400,7205,0,7,1140.0,260,47.349,-122.166,1970,7252,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,85,0,256,0,0,0,0,0,0,1,0,0,0,0,0
1645,570000.0,2,1.0,1100,6240,0,7,1100.0,0,47.6446,-122.403,1250,6240,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,41,0,317,0,0,0,0,0,0,0,0,0,1,0,0
16633,205000.0,3,1.0,1210,10185,0,6,1210.0,0,47.4873,-122.345,1320,10245,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,57,0,288,0,0,0,0,0,0,0,0,0,1,0,0
1891,449500.0,4,3.0,2580,7299,0,8,2580.0,0,47.4646,-122.15,2250,6165,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,98,0,455,0,0,0,0,0,0,0,0,0,1,0,0
8012,550000.0,4,2.0,2070,9822,0,7,2070.0,0,47.566,-122.14,1300,9572,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,55,0,498,0,0,0,1,0,0,0,0,0,0,0,0
14812,925000.0,3,2.75,3640,10300,0,9,2060.0,1580,47.5612,-122.146,3110,10625,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,79,0,498,0,1,0,0,0,0,0,0,0,0,0,0
14167,619000.0,4,1.75,1660,3800,0,7,1660.0,0,47.6883,-122.314,1660,3767,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,26,0,583,0,0,0,0,0,1,0,0,0,0,0,0
14702,570000.0,2,1.75,2870,102366,0,8,1770.0,1100,47.4847,-122.0,2960,108900,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,94,0,412,0,0,0,0,0,0,0,0,1,0,0,0
3596,550000.0,4,2.5,2150,27540,0,8,2150.0,0,47.637,-121.969,2150,27540,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,97,0,405,0,0,0,0,0,1,0,0,0,0,0,0
2998,259500.0,3,1.75,1650,12349,0,7,1650.0,0,47.442,-122.282,1470,10763,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,57,0,136,0,0,0,0,0,1,0,0,0,0,0,0
4503,295500.0,4,2.5,2830,7350,0,8,1690.0,1140,47.3088,-122.341,2350,7768,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,82,0,499,0,0,0,0,0,0,0,0,0,0,1,0
12832,400000.0,3,2.5,2970,23100,0,7,1510.0,1460,47.7735,-122.133,2390,20300,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,67,0,273,0,0,0,0,0,1,0,0,0,0,0,0
20943,294500.0,3,2.5,1760,2688,0,7,1760.0,0,47.4903,-122.166,1760,2329,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,105,0,468,0,0,0,0,0,0,0,0,0,0,0,1
5736,600000.0,3,2.5,2320,52272,0,8,2320.0,0,47.587,-122.068,2200,52272,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,74,0,359,0,0,0,0,0,0,0,1,0,0,0,0
21040,2900000.0,5,4.0,5190,14600,0,11,5190.0,0,47.6102,-122.225,3840,19250,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,113,0,50,0,0,0,0,0,0,0,0,0,0,1,0
14742,410000.0,4,2.5,2510,5258,0,7,2510.0,0,47.4818,-122.188,2570,5119,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,101,0,406,0,0,1,0,0,0,0,0,0,0,0,0
3195,414000.0,4,2.5,3490,9030,0,8,3490.0,0,47.3198,-122.386,2540,8400,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,69,0,499,0,0,0,0,0,0,0,1,0,0,0,0
8145,394000.0,2,2.0,1750,2731,0,8,1750.0,0,47.5169,-121.878,1650,2731,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,112,0,310,0,0,0,1,0,0,0,0,0,0,0,0
12467,728000.0,4,2.5,2650,13684,0,9,2650.0,0,47.6278,-122.108,2650,12032,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,94,0,574,0,0,0,0,0,0,0,1,0,0,0,0
18810,612000.0,3,2.5,2120,7401,0,8,2120.0,0,47.5781,-122.018,2010,7972,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,89,0,321,0,0,0,1,0,0,0,0,0,0,0,0
19753,723000.0,4,3.5,3510,9263,0,10,3510.0,0,47.5413,-121.877,3690,10417,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,101,0,310,0,0,0,0,0,0,0,1,0,0,0,0
11818,700000.0,4,1.0,1680,4021,0,7,1680.0,0,47.6663,-122.332,1710,4021,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,21,0,601,0,0,0,0,1,0,0,0,0,0,0,0
19263,372000.0,4,1.0,2300,7680,0,7,1270.0,1030,47.524,-122.359,1840,5120,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,59,0,335,0,0,0,1,0,0,0,0,0,0,0,0
